Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Luis Did This","Townhouse Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112537699/luis-did-this,2.5,-1,Boulder,V3,1,12,42.50962,-71.0041
"Pete Did This","Townhouse Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113037100/pete-did-this,3.0,-1,Boulder,V4,1,12,42.50962,-71.0041
"Ice House","Townhouse Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113037126/ice-house,1.5,-1,Boulder,V4,1,10,42.50962,-71.0041
"Natty Ice","Townhouse Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113037171/natty-ice,2.0,-1,Boulder,V4,1,10,42.50962,-71.0041
"Cold Fusion","Townhouse Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112537688/cold-fusion,3.0,-1,Boulder,V6,1,12,42.50962,-71.0041
"Casterly Rock","Turtle Head Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112541478/casterly-rock,3.0,-1,Boulder,V1,1,,42.50541,-70.99941
Pyke,"Turtle Head Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112541518/pyke,2.0,-1,Boulder,V1,1,,42.50541,-70.99941
Dragonstone,"Turtle Head Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112541424/dragonstone,3.0,-1,Boulder,V1,1,,42.50541,-70.99941
"Storm's End","Turtle Head Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112541537/storms-end,3.0,-1,Boulder,V2+,1,,42.50541,-70.99941
"Alpha Arete 1","Alpha Blocks > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112797574/alpha-arete-1,2.0,-1,Boulder,V1,1,10,42.50866,-71.00448
"Hidden Dihedral Short Crack","Alpha Blocks > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112797662/hidden-dihedral-short-crack,2.0,-1,Boulder,V1,1,8,42.50866,-71.00448
"Drill Hole Delight","Alpha Blocks > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112797647/drill-hole-delight,3.0,-1,Boulder,V2-,1,12,42.50866,-71.00448
"Alpha Arete 2","Alpha Blocks > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112797622/alpha-arete-2,2.0,-1,Boulder,V2,1,8,42.50866,-71.00448
"Baby Phase","The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113451149/baby-phase,3.4,-1,Boulder,V1,1,,42.50164,-70.9955
"A Better Bushwhack","The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119109557/a-better-bushwhack,3.0,-1,Boulder,V1,1,10,42.50164,-70.9955
"Poor Man's Roof","The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113435499/poor-mans-roof,2.4,-1,Boulder,V2-,1,8,42.50164,-70.9955
"Green Dust","The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113435507/green-dust,2.5,-1,Boulder,V2,1,10,42.50164,-70.9955
"Get Yer Pump On","The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113456003/get-yer-pump-on,3.0,-1,Boulder,V2,1,,42.50164,-70.9955
Bedazzled,"The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113435526/bedazzled,2.8,-1,Boulder,V2,1,10,42.50164,-70.9955
"Tomb Raider","The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112851422/tomb-raider,3.8,-1,Boulder,V2,1,10,42.50164,-70.9955
"Mouse Trap","The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113435532/mouse-trap,2.2,-1,Boulder,V3,1,6,42.50164,-70.9955
"Heckler & Koch","The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113398137/heckler-koch,2.0,-1,Boulder,V3+,1,,42.50164,-70.9955
Shleem,"The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113451179/shleem,1.8,-1,Boulder,V3-4,1,,42.50164,-70.9955
Sarcophagus,"The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118706797/sarcophagus,3.0,-1,Boulder,V4,1,,42.50164,-70.9955
"Ghetto Blaster","The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113451133/ghetto-blaster,1.5,-1,Boulder,V4,1,,42.50164,-70.9955
Manimal,"The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113451166/manimal,3.3,-1,Boulder,V4+,1,,42.50164,-70.9955
Neolithic,"The Tomb Raider Crag > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113451577/neolithic,3.0,-1,Boulder,V6-7,1,,42.50164,-70.9955
"Fire in the Hole","Lost Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113015323/fire-in-the-hole,2.8,-1,Boulder,V4-,1,10,42.5092,-71.01108
Crumbs,"Trailside Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114563184/crumbs,1.7,-1,Boulder,V1,1,10,42.51337,-71.0073
"Search Warrant","Trailside Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113438596/search-warrant,1.0,-1,Boulder,V3+,1,10,42.51337,-71.0073
"Royal Flash","Trailside Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113015610/royal-flash,2.4,-1,Boulder,V4-,1,12,42.51337,-71.0073
"Pull Your Bootstraps Up","Hillside Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113015746/pull-your-bootstraps-up,1.0,-1,Boulder,V3,1,10,42.5156,-71.00937
"Bug House","Beaver Pond Boulder 1 > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113233171/bug-house,2.0,-1,Boulder,V1,1,10,42.47919,-71.02714
"The Fin","Beaver Pond Boulder 1 > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113120545/the-fin,2.0,-1,Boulder,V2+,1,12,42.47919,-71.02714
"Boiler Room","Beaver Pond Boulder 1 > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113120537/boiler-room,2.0,-1,Boulder,V3-,1,12,42.47919,-71.02714
Dynamite,"Beaver Pond Boulder 1 > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113080805/dynamite,2.0,-1,Boulder,V4-,1,12,42.47919,-71.02714
"Digital Empathy","Beaver Pond Boulder 1 > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113120516/digital-empathy,2.0,-1,Boulder,V4,1,12,42.47919,-71.02714
"Stick Figure","White Gold  Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113120599/stick-figure,2.0,-1,Boulder,V2-3,1,10,42.51387,-71.01245
"White Gold","White Gold  Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113120581/white-gold,3.0,-1,Boulder,V4+,1,13,42.51387,-71.01245
"Speed Dial","The Black Wall > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113120623/speed-dial,2.0,-1,Boulder,V3-,1,10,42.51246,-71.01125
"Heat Wave","The Black Wall > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113120639/heat-wave,2.0,-1,Boulder,V3+,1,,42.51246,-71.01125
"Seven, Eight, Nine","Space Cake Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113239973/seven-eight-nine,2.0,-1,Boulder,V2,1,10,42.50505,-71.00259
"Space Cake","Space Cake Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113239961/space-cake,3.0,-1,Boulder,V3+,1,10,42.50505,-71.00259
"Slug Direct","Slug Wall > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113249675/slug-direct,2.0,-1,Boulder,V2,1,12,42.50425,-70.99755
"Unknown AKA Slug Traverse","Slug Wall > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113249578/unknown-aka-slug-traverse,3.7,-1,Boulder,V3,1,25,42.50425,-70.99755
"Ginger Ale","Beaver Pond Boulder 2 > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113341687/ginger-ale,2.0,-1,Boulder,V3,1,10,42.50822,-71.00967
"Old Salt","Pirate Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113377930/old-salt,2.0,-1,Boulder,V3-,1,10,42.50925,-71.01146
"Snakes on a Plane","Serpent Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114162882/snakes-on-a-plane,2.0,-1,Boulder,V3,1,8,42.51508,-71.00353
"Black Racer","Serpent Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113377910/black-racer,4.0,-1,Boulder,V7-,1,12,42.51508,-71.00353
"Grave Digger","Bow Ridge 59 > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113398224/grave-digger,2.5,-1,Boulder,V2,1,,42.49238,-71.00099
Playful,"The Nipple Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114125901/playful,2.0,-1,Boulder,V3-,1,8,42.51059,-71.00696
"The Tip","The Nipple Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114113890/the-tip,2.7,-1,Boulder,V3,1,10,42.51059,-71.00696
Mukluk,"Mitten Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114121847/mukluk,2.0,-1,Boulder,V1,1,8,42.50575,-70.99727
Moccasin,"Mitten Boulder > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114121853/moccasin,2.0,-1,Boulder,V3-,1,8,42.50575,-70.99727
"Rise and Shine","The Starting Block > Bow Ridge Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114440918/rise-and-shine,2.0,-1,Boulder,V1,1,15,42.51057,-71.00329
Hometown,"Blue Path Boulder > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/117779100/hometown,2.0,-1,Boulder,V2-3,1,10,42.48757,-70.99405
Ice,"Blue Path Boulder > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112310382/ice,3.0,-1,Boulder,V5+,1,12,42.48757,-70.99405
"Point to Point","Split Boulder > Basalt Boulders > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/117778999/point-to-point,2.0,-1,Boulder,V1,1,12,42.484,-70.98221
Labyrinth,"Split Boulder > Basalt Boulders > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112544308/labyrinth,1.5,-1,Boulder,V3-,1,12,42.484,-70.98221
"Hostile Territory","Redemption Boulder > Basalt Boulders > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112544302/hostile-territory,1.0,-1,Boulder,V3,1,10,42.4875,-70.97729
"Laughing Gas","Venom Boulder > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112544324/laughing-gas,2.0,-1,Boulder,V3-,1,10,42.48223,-70.9817
"Vanishing Point","Venom Boulder > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112544332/vanishing-point,3.0,-1,Boulder,V4-,1,12,42.48223,-70.9817
"Darkness has Fallen","Venom Boulder > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112544338/darkness-has-fallen,3.0,-1,Boulder,V4+,1,14,42.48223,-70.9817
"Boiling Point","Venom Boulder > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112544328/boiling-point,2.0,-1,Boulder,V5-,1,12,42.48223,-70.9817
"Vapor Trail","Venom Boulder > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112544347/vapor-trail,2.0,-1,Boulder,V5-,1,13,42.48223,-70.9817
Misfire,"Mayhem Boulder > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112544364/misfire,1.0,-1,Boulder,V3-,1,12,42.49077,-70.99786
Schlitz,"Mayhem Boulder > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/117984186/schlitz,2.0,-1,Boulder,V4,1,15,42.49077,-70.99786
"Morning has Broken","Mayhem Boulder > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112544356/morning-has-broken,2.0,-1,Boulder,V5-,1,12,42.49077,-70.99786
Locomotive,"Mayhem Boulder > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112544352/locomotive,2.0,-1,Boulder,V6,1,13,42.49077,-70.99786
"Home Turf","Home Turf Boulder > Richardson's Path Boulders > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/111629938/home-turf,1.0,-1,Boulder,V4,1,,42.49287,-71.01102
Renegade,"Renegade Boulder > Richardson's Path Boulders > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112310360/renegade,2.0,-1,Boulder,V3,1,12,42.48984,-70.98894
Pulse,"Pitch Black Boulder > Richardson's Path Boulders > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112544320/pulse,2.0,-1,Boulder,V4-,1,14,42.497,-71.02097
"Proof of Concept","No Man's Land Boulder > Richardson's Path Boulders > Steel Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112544315/proof-of-concept,1.0,-1,Boulder,V4-,1,10,42.4894,-71.02463
"Unnamed 1","B26 > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112528001/unnamed-1,2.7,-1,Boulder,V2,1,10,42.50222,-71.0083
"Unnamed 2","B26 > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112528016/unnamed-2,3.0,-1,Boulder,V2+,1,,42.50222,-71.0083
"Unnamed 3","B26 > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112528030/unnamed-3,2.0,-1,Boulder,V3+,1,,42.50222,-71.0083
"Left Face Left","B26 > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112528038/left-face-left,2.5,-1,Boulder,V3+,1,8,42.50222,-71.0083
"Left Face Right","B26 > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112528044/left-face-right,2.5,-1,Boulder,V4-5,1,10,42.50222,-71.0083
Muck,"Patrick's House > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114510973/muck,1.0,-1,Boulder,V0,1,10,42.50492,-71.0127
"Starfish Left","Patrick's House > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114510956/starfish-left,2.0,-1,"TR, Boulder",V1,1,20,42.50492,-71.0127
"Starfish Right","Patrick's House > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114510965/starfish-right,2.0,-1,"TR, Boulder",V2,1,22,42.50492,-71.0127
"Raging Panda","Patrick's House > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112851512/raging-panda,3.0,-1,Boulder,V3,1,,42.50492,-71.0127
Medusa,"Jellyfish Fields > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114511000/medusa,2.0,-1,"TR, Boulder",V2+,1,12,42.50405,-71.0122
"Karen's Crack","Chum Bucket > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119333504/karens-crack,3.0,-1,Boulder,V1,1,10,42.50367,-71.01062
Offwidth,"Chum Bucket > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114580906/offwidth,3.0,-1,Boulder,V1,1,16,42.50367,-71.01062
"Therapy Arete","Chum Bucket > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112846952/therapy-arete,2.5,-1,Boulder,V4-,1,10,42.50367,-71.01062
"Black Powder","Gunpowder Boulder > Rock Bottom > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113341752/black-powder,2.0,-1,Boulder,V2-3,1,12,42.50625,-71.00601
Misfire,"Gunpowder Boulder > Rock Bottom > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113341733/misfire,2.7,-1,Boulder,V4,1,12,42.50625,-71.00601
Gunpowder,"Gunpowder Boulder > Rock Bottom > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113341718/gunpowder,3.3,-1,Boulder,V5,1,12,42.50625,-71.00601
"One Jam","Krusty Krab > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112860013/one-jam,2.0,-1,Boulder,V2,1,8,42.50566,-71.01094
"Unknown (submitted as Carpe Diem)","Krusty Krab > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114120351/unknown-submitted-as-carpe-diem,3.5,-1,Boulder,V4,1,,42.50566,-71.01094
"Cold Blooded Right","Krusty Krab > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113292849/cold-blooded-right,2.0,-1,Boulder,V5-,1,12,42.50566,-71.01094
"Cold-Blooded Direct","Krusty Krab > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113267510/cold-blooded-direct,2.7,-1,Boulder,V6-,1,10,42.50566,-71.01094
"Tick Magnet","The Pineapple > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112913229/tick-magnet,1.0,-1,Boulder,V0,1,18,42.50423,-71.00926
Octopus,"The Pineapple > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112913212/octopus,2.0,-1,Boulder,V1,1,10,42.50423,-71.00926
Mudmen,"The Pineapple > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112913003/mudmen,2.0,-1,Boulder,V1,1,12,42.50423,-71.00926
"Bring Your Brush","The Pineapple > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112913043/bring-your-brush,3.0,-1,Boulder,V3,1,16,42.50423,-71.00926
"Black Magic","The Pineapple > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113341808/black-magic,3.0,-1,Boulder,V5-,1,25,42.50423,-71.00926
"Forged from Fire","The Pineapple > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113341786/forged-from-fire,2.0,-1,Boulder,V5,1,13,42.50423,-71.00926
Amulet,"The Pineapple > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113341840/amulet,2.0,-1,Boulder,V5+,1,10,42.50423,-71.00926
"Eminent Domain","Uncle Sam Boulder > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113267546/eminent-domain,2.5,-1,Boulder,V3,1,12,42.50527,-71.01029
"Blade Runner","Uncle Sam Boulder > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113677887/blade-runner,2.0,-1,Boulder,V7,1,12,42.50527,-71.01029
Unshackled,"Uncle Sam Boulder > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113267554/unshackled,3.0,-1,Boulder,V7,1,12,42.50527,-71.01029
Barracuda,"High Seas Boulder > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113267558/barracuda,2.0,-1,Boulder,V5-,1,10,42.50844,-71.00686
Blast,"Shrapnel Boulders > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114121667/blast,3.0,-1,Boulder,V0,1,8,42.50655,-71.01102
Fragment,"Shrapnel Boulders > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114121682/fragment,2.0,-1,Boulder,V1,1,10,42.50655,-71.01102
Fuze,"Shrapnel Boulders > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114510897/fuze,2.0,-1,Boulder,V2,1,10,42.50655,-71.01102
"Grenade Launcher","Shrapnel Boulders > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114510847/grenade-launcher,3.0,-1,Boulder,V4+,1,10,42.50655,-71.01102
"Large Flake","Naked Fish Boulder > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114236404/large-flake,1.0,-1,Boulder,V0,1,10,42.50765,-71.01006
"Good Problem 2","Naked Fish Boulder > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114236422/good-problem-2,2.0,-1,Boulder,V1,1,10,42.50765,-71.01006
"Good Crack","Naked Fish Boulder > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114236374/good-crack,2.0,-1,Boulder,V1,1,10,42.50765,-71.01006
Ledge,"Naked Fish Boulder > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114236388/ledge,1.0,-1,Boulder,V1,1,10,42.50765,-71.01006
"Good Problem 1","Naked Fish Boulder > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114236412/good-problem-1,2.0,-1,Boulder,V1,1,10,42.50765,-71.01006
"Around Corner","Naked Fish Boulder > Bikini Bottom Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114236368/around-corner,2.0,-1,Boulder,V1+,1,10,42.50765,-71.01006
"West Face","Brother Boulder 1 > Brother Boulders > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112522001/west-face,2.5,-1,Boulder,V2,1,10,42.50562,-71.00781
"Southwest Arete/South Face","Brother Boulder 1 > Brother Boulders > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112521988/southwest-aretesouth-face,3.0,-1,Boulder,V2+,1,10,42.50562,-71.00781
"Starting From Scratch","Brother Boulder 1 > Brother Boulders > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113204072/starting-from-scratch,2.0,-1,Boulder,V3-,1,12,42.50562,-71.00781
"Easy Slab","Brother Boulder 2 > Brother Boulders > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112522083/easy-slab,2.0,-1,Boulder,V0-,1,10,42.50571,-71.00793
"High Traverse","Brother Boulder 2 > Brother Boulders > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112522041/high-traverse,2.0,-1,Boulder,V1,1,12,42.50571,-71.00793
"Northeast Arete","Brother Boulder 2 > Brother Boulders > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112522088/northeast-arete,3.0,-1,Boulder,V1,1,12,42.50571,-71.00793
"Southeast Arete","Brother Boulder 2 > Brother Boulders > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112522062/southeast-arete,3.0,-1,Boulder,V2,1,10,42.50571,-71.00793
"Low Traverse","Brother Boulder 2 > Brother Boulders > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112522051/low-traverse,3.0,-1,Boulder,V3,1,12,42.50571,-71.00793
"Unnamed [Butt Crack]","Brother Boulder 2 > Brother Boulders > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112522033/unnamed-butt-crack,2.0,-1,Boulder,V3+,1,12,42.50571,-71.00793
"1500 Milepedes","Rock Garden Wall > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112836107/1500-milepedes,2.0,-1,Boulder,V0+,1,10,42.50632,-71.00652
"A Different Approach","Rock Garden Wall > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112836098/a-different-approach,2.0,-1,Boulder,V1+,1,10,42.50632,-71.00652
"Fade to Mantel","Rock Garden Wall > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112836080/fade-to-mantel,2.0,-1,Boulder,V1+,1,10,42.50632,-71.00652
"Project 1","Rock Garden Wall > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112836115/project-1,-1.0,-1,Boulder,V3-4,1,10,42.50632,-71.00652
"The Big Chill","Chill Boulder > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113204058/the-big-chill,2.0,-1,Boulder,V5-,1,10,42.50756,-71.00669
"Fake Sugar","Fake Sugar Boulder > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113203948/fake-sugar,2.5,-1,Boulder,V5,1,12,42.50729,-71.00771
"Flame Thrower","Cold War Boulder > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113267539/flame-thrower,2.0,-1,Boulder,V2,1,15,42.50747,-71.00408
"Iron Curtain","Cold War Boulder > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113267527/iron-curtain,3.8,-1,Boulder,V4,1,15,42.50747,-71.00408
"Ironing Curtains","Cold War Boulder > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114113907/ironing-curtains,2.0,-1,Boulder,"V8 PG13",1,15,42.50747,-71.00408
"""Runnin' Down a Dream""","Cave Boulder > Deep Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113677921/runnin-down-a-dream,2.0,-1,Boulder,V4-,1,10,42.50549,-71.00812
