Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Keep Your Shirt On!","45 Wall > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106936204/keep-your-shirt-on,2.8,-1,Boulder,V4,1,12,42.49958,-71.00285
"Trophy Wife","45 Wall > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106936209/trophy-wife,3.6,-1,Boulder,V5,1,,42.49958,-71.00285
"Short Fuse","45 Wall > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106936198/short-fuse,2.0,-1,Boulder,V6,1,12,42.49958,-71.00285
"Parcel Post","Mud Flat Boulders > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112343095/parcel-post,1.0,-1,Boulder,V3,1,12,42.48756,-70.98478
"The Price of Silence","Mud Flat Boulders > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112343089/the-price-of-silence,2.0,-1,Boulder,V5-,1,12,42.48756,-70.98478
Opal,"Prehistoric Boulders > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112343103/opal,2.0,-1,Boulder,V3,1,13,42.48554,-70.9834
"Working Class Hero","Prehistoric Boulders > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112343099/working-class-hero,2.0,-1,Boulder,V4-,1,13,42.48554,-70.9834
"Don't Taser Me, Bro!","Cave Boulder > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106936221/dont-taser-me-bro,3.0,-1,Boulder,V4,1,12,42.50664,-70.99272
"The Calling","Cave Boulder > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106936216/the-calling,3.0,-1,Boulder,V6,1,13,42.50664,-70.99272
Shrub,"Treehugger Boulder > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118203240/shrub,1.0,-1,Boulder,V0-1,1,8,42.50617,-70.99285
Maple,"Treehugger Boulder > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118203186/maple,2.0,-1,Boulder,V1,1,10,42.50617,-70.99285
"Red Oak","Treehugger Boulder > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118203325/red-oak,2.0,-1,Boulder,V2-,1,12,42.50617,-70.99285
Evergreen,"Treehugger Boulder > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118203282/evergreen,2.0,-1,Boulder,V2,1,10,42.50617,-70.99285
"Tree Hugger","Treehugger Boulder > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106938084/tree-hugger,3.4,-1,Boulder,V6,1,14,42.50617,-70.99285
Riptide,"Diamond Boulder > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112409863/riptide,2.0,-1,Boulder,V4-,1,13,42.50857,-70.99255
"Layout Position","The Hexagon > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113349479/layout-position,3.0,-1,Boulder,V3,1,8,42.49994,-71.00325
"Shoulders of Giants","The Hexagon > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114454614/shoulders-of-giants,4.0,-1,Boulder,V6-7,1,12,42.49994,-71.00325
"Baker's Bulge","The Palisades > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113536367/bakers-bulge,3.5,-1,Boulder,V5,1,12,42.49929,-71.00308
"T Crack","Krack House > Krack House Area > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112847284/t-crack,2.0,-1,Boulder,V0,1,8,42.5005,-71.00503
"Krystian's Krack","Krack House > Krack House Area > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112847134/krystians-krack,3.8,-1,Boulder,V3,1,15,42.5005,-71.00503
"Bob's Arete","Krack House > Krack House Area > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112846429/bobs-arete,1.0,-1,Boulder,V5,1,,42.5005,-71.00503
"Cavity Search","Cavity Search Boulder > Krack House Area > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112849588/cavity-search,4.0,-1,Boulder,V4-,1,10,42.50045,-71.00536
"Wicked Philthy","Wicked Philthy Boulder > Krack House Area > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112849655/wicked-philthy,2.0,-1,Boulder,V1-,1,10,42.5007,-71.00524
"Pip Squeak","Cliff Base Block > Krack House Area > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114085338/pip-squeak,2.0,-1,Boulder,V4-,1,6,42.5004,-71.00521
"Independence Day","Independence Day Boulder > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112851298/independence-day,2.0,-1,Boulder,V4-5,1,,42.49883,-71.00137
2007,"N12 Boulder > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113306430/2007,3.0,-1,Boulder,V1,1,10,42.49894,-71.00175
"Sad Clown","Hydrothermic Boulder > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114009949/sad-clown,2.0,-1,Boulder,V1,1,14,42.49956,-71.00577
Hydrothermic,"Hydrothermic Boulder > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113349396/hydrothermic,3.5,-1,Boulder,V3,1,12,42.49956,-71.00577
"Cozy Crack","Resurrection Ledges > Nature Valley Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113536437/cozy-crack,3.0,-1,Boulder,V1,1,10,42.49825,-70.9999
Motrin,"Shoreline Boulder > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106979419/motrin,2.7,-1,Boulder,V0,1,12,42.48414,-70.98087
"The Triangle","Shoreline Boulder > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106979424/the-triangle,2.3,-1,Boulder,V1,1,12,42.48414,-70.98087
"Onyx  Left","Shoreline Boulder > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106982933/onyx-left,1.0,-1,Boulder,V2,1,10,42.48414,-70.98087
"Onyx  Right","Shoreline Boulder > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106982938/onyx-right,2.0,-1,Boulder,V3,1,10,42.48414,-70.98087
Pebbles,"Shoreline Boulder > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106979433/pebbles,2.0,-1,Boulder,V3,1,12,42.48414,-70.98087
"Cracker Jack","Shoreline Boulder > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106979440/cracker-jack,2.0,-1,Boulder,V3,1,13,42.48414,-70.98087
"Duct Tape","Shoreline Boulder > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106979454/duct-tape,2.0,-1,Boulder,V3,1,12,42.48414,-70.98087
"Going  Digital","Shoreline Boulder > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106979450/going-digital,2.0,-1,Boulder,V4,1,10,42.48414,-70.98087
"The Moment","Shoreline Boulder > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106979460/the-moment,1.3,-1,Boulder,V5,1,12,42.48414,-70.98087
"Global Voices","Union Rock > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107069618/global-voices,2.0,-1,Boulder,V3-,1,,42.48318,-70.98486
"No Fine Print","Union Rock > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107069648/no-fine-print,3.0,-1,Boulder,V3,1,,42.48318,-70.98486
"Time Bomb","Union Rock > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107069601/time-bomb,2.0,-1,Boulder,V4-,1,16,42.48318,-70.98486
"Ball and Chain","Union Rock > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107069612/ball-and-chain,2.3,-1,Boulder,V4-,1,16,42.48318,-70.98486
"Union Man","Union Rock > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107069643/union-man,1.0,-1,Boulder,V4,1,15,42.48318,-70.98486
"Ball in Pocket","Union Rock > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/118561745/ball-in-pocket,3.0,-1,Boulder,V4,1,12,42.48318,-70.98486
"The Bottom Line","Union Rock > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107069656/the-bottom-line,1.0,-1,Boulder,V4+,1,16,42.48318,-70.98486
Core,"Union Rock > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107069637/core,2.0,-1,Boulder,V5-,1,18,42.48318,-70.98486
"The Diamond","Union Rock > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107069631/the-diamond,1.0,-1,Boulder,V6-,1,,42.48318,-70.98486
"Steve Underhang","Lantern Rock > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107627617/steve-underhang,3.0,-1,Boulder,V1-2,1,13,42.4777,-70.9843
"Dungeon's Door","Dungeon Rock > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114236443/dungeons-door,2.0,-1,Boulder,V0-,1,12,42.48334,-70.98324
"Lost Marbles","Dungeon Rock > Dungeon Rock Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114236521/lost-marbles,3.0,-1,Boulder,V2-,1,8,42.48334,-70.98324
"Dark Forces","Evil Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107196176/dark-forces,1.0,-1,Boulder,V2,1,10,42.50997,-71.02564
"Full Blown Diarrhea","Evil Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107205999/full-blown-diarrhea,3.0,-1,Boulder,V2,1,10,42.50997,-71.02564
"Death Eater","Evil Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107196191/death-eater,1.5,-1,Boulder,V6-,1,12,42.50997,-71.02564
"Carcass Collector","Evil Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107205993/carcass-collector,1.7,-1,Boulder,V6,1,15,42.50997,-71.02564
"Black Widow","Evil Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107196199/black-widow,2.0,-1,Boulder,V7+,1,15,42.50997,-71.02564
"The Roof of All Evil","Evil Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107196210/the-roof-of-all-evil,4.0,-1,Boulder,V8-,1,15,42.50997,-71.02564
"Party Pooper","The Bowling Pin Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107196930/party-pooper,1.0,-1,Boulder,V2,1,14,42.50997,-71.02564
Android,"The Bowling Pin Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107196936/android,2.5,-1,Boulder,V2+,1,14,42.50997,-71.02564
"A Moment of Silence","The Bowling Pin Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107196944/a-moment-of-silence,3.0,-1,Boulder,V2+,1,14,42.50997,-71.02564
"Mr. Smiley","The Bowling Pin Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107484445/mr-smiley,4.0,-1,Boulder,V3-,1,17,42.50997,-71.02564
"Sale Pending","The Bowling Pin Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107677537/sale-pending,2.0,-1,Boulder,V4,1,14,42.50997,-71.02564
Maximus,"The Bowling Pin Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107262034/maximus,2.0,-1,Boulder,V5,1,14,42.50997,-71.02564
"Happy Hour","The Bowling Pin Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107677532/happy-hour,1.0,-1,Boulder,V6,1,14,42.50997,-71.02564
"Cuban Cigar","The Bowling Pin Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107262025/cuban-cigar,2.0,-1,Boulder,V7,1,14,42.50997,-71.02564
"Working Overtime","The Split Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107196994/working-overtime,3.0,-1,Boulder,V1,1,18,42.50997,-71.02564
"Ridge Runner","The Split Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107196981/ridge-runner,4.0,-1,Boulder,V1+,1,18,42.50997,-71.02564
"Bean Counter","The Split Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107200783/bean-counter,1.0,-1,Boulder,V3-,1,13,42.50997,-71.02564
"Pencil Pusher","The Split Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107200787/pencil-pusher,2.0,-1,Boulder,V3-,1,13,42.50997,-71.02564
"Phoney Boobs","The Split Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107197016/phoney-boobs,2.0,-1,Boulder,V3,1,16,42.50997,-71.02564
"Fire Sale","The Split Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107197008/fire-sale,2.0,-1,Boulder,V4,1,18,42.50997,-71.02564
"Texas Toast","The Split Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107196951/texas-toast,1.0,-1,Boulder,V5,1,10,42.50997,-71.02564
Denial,"The Split Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107809345/denial,1.0,-1,Boulder,V5,1,14,42.50997,-71.02564
"Junkyard Arete","The Split Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107196958/junkyard-arete,3.0,-1,Boulder,V6-,1,15,42.50997,-71.02564
"Whitey Bulger","The Split Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107196971/whitey-bulger,2.0,-1,Boulder,V6-,1,12,42.50997,-71.02564
"The Maze","The Split Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107197002/the-maze,4.0,-1,Boulder,V6,1,20,42.50997,-71.02564
"Diamond Cutter","The Split Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107196963/diamond-cutter,2.0,-1,Boulder,V7,1,13,42.50997,-71.02564
"A Clear Mind","The Split Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107197012/a-clear-mind,3.0,-1,Boulder,V8,1,20,42.50997,-71.02564
Smoothie,"Phantom Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107197025/smoothie,2.0,-1,Boulder,V3,1,16,42.50997,-71.02564
"Fork in the Road","Phantom Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107197029/fork-in-the-road,2.7,-1,Boulder,V3,1,13,42.50997,-71.02564
"'Cause these Pythons are Sick","Phantom Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113442704/cause-these-pythons-are-sick,4.0,-1,Boulder,V4,1,15,42.50997,-71.02564
"Phantom Roof","Phantom Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112466679/phantom-roof,3.6,-1,Boulder,V4,1,15,42.50997,-71.02564
"Posting Bail","Phantom Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107197036/posting-bail,1.0,-1,Boulder,V5,1,13,42.50997,-71.02564
"Walking on Eggshells","Secluded Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113440935/walking-on-eggshells,3.0,-1,Boulder,V1,1,12,42.50997,-71.02564
"Stretch Out","Secluded Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113629184/stretch-out,2.0,-1,Boulder,V2,1,12,42.50997,-71.02564
"Slip and Slide","Secluded Boulder > Sector One > The Promised Land > Greater Lynn Woods Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113436492/slip-and-slide,2.0,-1,Boulder,V2-3,1,15,42.50997,-71.02564
